date,cases(t+14),confirmed(t),calls(t),complaint(t),Awareness,Larviciding,Fogging,irs,Ovi_Trap,Dewatering,Tyres,water_leakage,Debris,FishSeed,Adult_Mosquitoes,irs_patient,cluster
09/15/2013,0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10
09/16/2013,0,1.0,0,0,3,6,3,2,1,7,8,0,0,0,0,0,10
09/17/2013,0,0,0,0,1,2,0,0,0,7,1,0,0,0,0,0,10
09/18/2013,0,1.0,0,0,3,1,0,0,2,0,2,0,0,0,0,0,10
09/19/2013,0,1.0,0,0,0,3,0,2,0,1,4,0,0,0,0,0,10
09/20/2013,0,0.0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,10
09/21/2013,0,1.0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,10
09/22/2013,0,0,0,0,0,5,0,6,0,0,6,0,0,0,0,0,10
09/23/2013,0,0.0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,10
09/24/2013,0,1.0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,10
09/25/2013,0,1.0,0,0,0,29,0,0,1,4,0,0,0,0,0,0,10
09/26/2013,0,0.0,0,0,1,3,0,4,0,7,5,0,0,0,0,0,10
09/27/2013,0,0.0,0,0,1,5,0,2,1,5,4,0,0,2,0,0,10
09/28/2013,0,2.0,0,0,1,7,0,3,0,2,1,0,0,0,0,0,10
09/29/2013,0,0.0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,10
09/30/2013,0,1.0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,10
10/01/2013,0,0.0,0,0,0,5,0,0,0,6,5,0,0,0,0,0,10
10/02/2013,0,1.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10
10/03/2013,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10
10/04/2013,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
10/05/2013,0,1.0,0,0,0,3,1,0,0,4,4,0,0,0,0,0,10
10/06/2013,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10/07/2013,0,0,0,0,0,8,1,7,0,0,0,0,0,0,0,0,10
10/08/2013,0,1.0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,10
10/09/2013,0,1.0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,10
10/10/2013,0,0.0,0,0,1,14,11,7,0,3,1,0,0,0,0,0,10
10/11/2013,0,1.0,0,0,0,2,0,0,0,1,6,0,0,0,0,0,10
10/12/2013,0,2.0,0,0,0,9,1,4,0,7,1,0,0,0,0,0,10
10/13/2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
10/14/2013,0,1.0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,10
10/15/2013,0,0.0,0,0,0,0,5,4,0,1,1,0,0,1,0,0,10
10/16/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10/17/2013,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10
10/18/2013,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10/19/2013,0,1.0,0,0,5,1,2,3,0,1,6,0,0,0,0,0,10
10/20/2013,0,1.0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,10
10/21/2013,0,1.0,0,0,2,3,2,13,0,2,1,0,0,0,0,0,10
10/22/2013,0,2.0,0,0,1,1,0,4,0,5,2,0,0,0,0,0,10
10/23/2013,0,4.0,0,0,0,5,3,20,0,7,0,0,0,3,0,0,10
10/24/2013,0,2.0,0,0,0,0,5,1,0,0,4,0,0,0,0,0,10
10/25/2013,0,2.0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,10
10/26/2013,0,2.0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,10
10/27/2013,0,2.0,0,0,0,6,0,9,0,0,2,0,0,0,0,0,10
10/28/2013,0,3.0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,10
10/29/2013,0,4.0,0,0,2,2,0,1,0,4,3,0,0,0,0,0,10
10/30/2013,0,4.0,0,0,1,2,0,3,0,12,9,0,0,0,0,0,10
10/31/2013,0,7.0,0,0,12,19,0,1,0,6,1,0,0,0,0,0,10
11/01/2013,0,8.0,0,0,0,5,0,3,3,2,0,0,0,3,0,0,10
11/02/2013,0,4.0,0,0,8,2,0,2,1,6,2,0,0,2,0,0,10
11/03/2013,0,0,0,0,50,2,1,6,1,7,0,0,0,0,0,0,10
11/04/2013,0,8.0,0,0,11,11,10,29,0,4,4,0,0,0,0,0,10
11/05/2013,0,5.0,0,0,8,2,6,7,1,1,7,0,0,0,0,0,10
11/06/2013,0,5.0,0,0,3,4,4,11,0,2,9,0,0,1,0,0,10
11/07/2013,0,5.0,0,0,5,1,8,11,2,6,2,0,0,0,0,0,10
11/08/2013,0,6.0,0,0,9,1,22,12,0,6,3,0,0,0,0,0,10
11/09/2013,0,6.0,0,0,15,2,5,20,0,3,6,0,0,3,0,0,10
11/10/2013,0,2.0,0,0,6,2,34,10,0,3,8,0,0,0,0,0,10
11/11/2013,0,4.0,0,0,12,5,9,19,1,8,6,0,0,0,0,0,10
11/12/2013,0,5.0,0,0,16,2,14,7,1,3,1,0,0,0,0,0,10
11/13/2013,0,4.0,0,0,4,1,4,3,2,4,17,0,0,0,0,0,10
11/14/2013,0,3.0,0,0,0,0,2,7,0,0,2,0,0,1,0,0,10
11/15/2013,0,4.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10
11/16/2013,0,9.0,0,0,4,0,22,10,2,2,2,0,0,2,0,0,10
11/17/2013,0,2.0,0,0,11,2,12,7,0,9,4,0,0,0,0,0,10
11/18/2013,0,7.0,0,0,12,1,0,1,3,4,0,0,0,1,0,0,10
11/19/2013,0,6.0,0,0,1,0,5,0,3,6,3,0,0,0,0,0,10
11/20/2013,0,4.0,0,0,1,15,1,3,1,7,14,0,0,0,0,0,10
11/21/2013,0,6.0,0,0,1,6,2,3,3,8,2,0,0,0,0,0,10
11/22/2013,0,3.0,0,0,0,0,2,2,1,9,7,0,0,0,0,0,10
11/23/2013,0,5.0,0,0,11,5,0,13,2,6,4,0,0,0,0,0,10
11/24/2013,0,4.0,0,0,1,1,14,4,0,0,0,0,0,3,0,0,10
11/25/2013,0,4.0,0,0,10,10,2,9,0,14,3,0,0,0,0,0,10
11/26/2013,0,1.0,0,0,1,0,4,0,0,2,10,0,0,0,0,0,10
11/27/2013,0,2.0,0,0,32,0,8,21,2,14,18,0,0,0,0,0,10
11/28/2013,0,3.0,0,0,2,7,13,4,2,5,5,0,0,0,0,0,10
11/29/2013,0,0,0,0,11,0,1,1,1,7,33,0,0,0,0,0,10
11/30/2013,0,3.0,0,0,2,4,1,2,3,11,23,0,0,0,0,0,10
12/01/2013,0,2.0,0,0,0,0,0,0,1,2,10,0,0,0,0,0,10
12/02/2013,0,3.0,0,0,3,0,5,8,1,4,1,0,0,0,0,0,10
12/03/2013,0,4.0,0,0,10,0,0,16,1,2,1,0,0,0,0,0,10
12/04/2013,0,2.0,0,0,1,0,0,0,1,5,4,0,0,0,0,0,10
12/05/2013,0,1.0,0,0,1,0,0,1,1,2,9,0,0,0,0,0,10
12/06/2013,0,2.0,0,0,3,0,0,2,0,1,24,0,0,0,0,0,10
12/07/2013,0,1.0,0,0,3,0,2,18,2,5,41,0,0,0,0,0,10
12/08/2013,0,1.0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,10
12/09/2013,0,1.0,0,0,11,2,1,8,1,16,5,0,0,0,0,0,10
12/10/2013,0,0.0,0,0,6,0,2,2,1,5,14,0,0,0,0,0,10
12/11/2013,0,1.0,0,0,2,0,0,0,1,8,11,0,0,0,0,0,10
12/12/2013,0,2.0,0,0,4,0,0,1,1,7,3,0,0,0,0,0,10
12/13/2013,0,2.0,0,0,2,10,0,1,1,7,21,0,0,0,0,0,10
12/14/2013,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,10
12/15/2013,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10
12/16/2013,0,0.0,0,0,1,0,0,0,0,1,22,0,0,0,0,0,10
12/17/2013,0,0,0,0,0,2,0,0,1,3,0,0,0,4,0,0,10
12/18/2013,0,0,0,0,2,3,0,0,1,3,3,0,0,0,0,0,10
12/19/2013,0,0,0,0,18,0,1,0,0,2,0,0,0,0,0,0,10
12/20/2013,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,10
12/21/2013,0,0,0,0,12,1,1,0,0,2,2,0,0,0,0,0,10
12/22/2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10
12/23/2013,0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10
12/24/2013,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,10
12/25/2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10
12/26/2013,0,0.0,0,0,0,1,0,3,0,1,3,0,0,0,0,0,10
12/27/2013,0,0,0,0,6,4,0,0,0,5,1,0,0,0,0,0,10
12/28/2013,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,10
12/29/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12/30/2013,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,10
12/31/2013,0,0,0,0,0,12,0,1,0,3,2,0,0,0,0,0,10
06/01/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/02/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/03/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/04/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/05/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/07/2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
06/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/11/2013,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11
06/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/13/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/14/2013,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,11
06/15/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/16/2013,0,0,0,0,0,3,0,1,0,2,2,0,0,0,0,0,11
06/17/2013,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,11
06/18/2013,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,11
06/19/2013,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,11
06/20/2013,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11
06/21/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/22/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/23/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/24/2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
06/25/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/26/2013,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/27/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/28/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/29/2013,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
06/30/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
07/01/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
07/02/2013,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11
07/03/2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11
07/04/2013,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,11
07/05/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
07/06/2013,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11
07/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
07/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
07/09/2013,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,11
07/10/2013,0,0,0,0,0,1,0,4,1,0,1,0,0,0,0,0,11
07/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
07/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
07/13/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
07/14/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
07/15/2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
07/16/2013,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11
07/17/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
07/18/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
07/19/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
07/20/2013,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,11
07/21/2013,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,11
07/22/2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
07/23/2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
07/24/2013,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,11
07/25/2013,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11
07/26/2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
07/27/2013,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11
07/28/2013,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,11
07/29/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
07/30/2013,0,0,0,0,2,6,0,0,0,1,12,0,0,0,0,0,11
07/31/2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
08/01/2013,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11
08/02/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
08/03/2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
08/04/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
08/05/2013,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,11
08/06/2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
08/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
08/08/2013,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,11
08/09/2013,0,0,0,0,0,3,0,0,0,5,2,0,0,0,0,0,11
08/10/2013,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11
08/11/2013,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,11
08/12/2013,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11
08/13/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
08/14/2013,0,0,0,0,6,8,0,0,0,6,2,0,0,0,0,0,11
08/15/2013,0,0,0,0,0,11,0,1,0,0,2,0,0,0,0,0,11
08/16/2013,0,0.0,0,0,5,13,0,5,0,3,1,0,0,0,0,0,11
08/17/2013,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,11
08/18/2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
08/19/2013,0,0.0,0,0,0,11,0,0,0,6,11,0,0,0,0,0,11
08/20/2013,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,11
08/21/2013,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,11
08/22/2013,0,0,0,0,0,3,0,0,0,6,1,0,0,0,0,0,11
08/23/2013,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,11
08/24/2013,0,0,0,0,0,13,0,5,0,4,0,0,0,0,0,0,11
08/25/2013,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11
08/26/2013,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11
08/27/2013,0,0,0,0,0,9,0,0,0,1,4,0,0,0,0,0,11
08/28/2013,0,0.0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,11
08/29/2013,0,0,0,0,6,9,3,0,0,2,2,0,0,0,0,0,11
08/30/2013,0,0.0,0,0,1,7,0,0,0,2,0,0,0,0,0,0,11
08/31/2013,0,0.0,0,0,0,15,0,2,1,0,2,0,0,0,0,0,11
09/01/2013,0,0,0,0,0,4,0,4,0,1,0,0,0,0,0,0,11
09/02/2013,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,11
09/03/2013,0,0,0,0,0,15,0,0,0,0,6,0,0,0,0,0,11
09/04/2013,0,1.0,0,0,2,1,1,0,0,0,11,0,0,0,0,0,11
09/05/2013,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,11
09/06/2013,0,0,0,0,0,5,0,0,1,6,4,0,0,0,0,0,11
09/07/2013,0,0,0,0,2,12,0,0,0,1,7,0,0,0,0,0,11
09/08/2013,0,0.0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,11
09/09/2013,0,0,0,0,0,19,0,0,1,0,4,0,0,0,0,0,11
09/10/2013,0,0.0,0,0,0,13,0,0,0,0,5,0,0,0,0,0,11
09/11/2013,0,0.0,0,0,2,13,0,0,1,1,3,0,0,0,0,0,11
09/12/2013,0,0.0,0,0,1,9,0,0,0,1,5,0,0,0,0,0,11
09/13/2013,0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,11
09/14/2013,0,0.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,11
09/15/2013,0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11
09/16/2013,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,11
09/17/2013,0,0.0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,11
09/18/2013,0,0.0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,11
09/19/2013,0,0.0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,11
09/20/2013,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,11
09/21/2013,0,1.0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,11
09/22/2013,0,0,0,0,12,4,0,0,0,0,5,0,0,0,0,0,11
09/23/2013,0,1.0,0,0,2,9,0,0,0,3,9,0,0,0,0,0,11
09/24/2013,0,0.0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,11
09/25/2013,0,0.0,0,0,2,5,1,0,1,2,8,0,0,0,0,0,11
09/26/2013,0,0,0,0,2,5,0,0,0,1,6,0,0,0,0,0,11
09/27/2013,0,0.0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,11
09/28/2013,0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11
09/29/2013,0,1.0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,11
09/30/2013,0,1.0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,11
10/01/2013,0,1.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,11
10/02/2013,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,11
10/03/2013,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,11
10/04/2013,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
10/05/2013,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11
10/06/2013,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
10/07/2013,0,0.0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11
10/08/2013,0,0.0,0,0,1,1,0,0,0,5,2,0,0,0,0,0,11
10/09/2013,0,0.0,0,0,0,2,1,0,0,2,2,0,0,0,0,0,11
10/10/2013,0,0.0,0,0,0,4,4,0,1,0,3,0,0,0,0,0,11
10/11/2013,0,1.0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,11
10/12/2013,0,1.0,0,0,0,0,1,8,3,4,1,0,0,3,0,0,11
10/13/2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
10/14/2013,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
10/15/2013,0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11
10/16/2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
10/17/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
10/18/2013,0,1.0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11
10/19/2013,0,0.0,0,0,0,4,0,9,0,0,6,0,0,0,0,0,11
10/20/2013,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
10/21/2013,0,0,0,0,11,2,0,2,1,0,8,0,0,0,0,0,11
10/22/2013,0,1.0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,11
10/23/2013,0,2.0,0,0,0,4,0,7,1,0,4,0,0,0,0,0,11
10/24/2013,0,0.0,0,0,0,3,0,8,0,2,5,0,0,0,0,0,11
10/25/2013,0,1.0,0,0,0,21,0,4,0,3,4,0,0,0,0,0,11
10/26/2013,0,2.0,0,0,0,8,0,1,0,1,0,0,0,0,0,0,11
10/27/2013,0,1.0,0,0,0,5,0,6,0,1,1,0,0,0,0,0,11
10/28/2013,0,2.0,0,0,0,3,0,4,0,1,3,0,0,0,0,0,11
10/29/2013,0,3.0,0,0,8,3,0,0,0,0,2,0,0,0,0,0,11
10/30/2013,0,2.0,0,0,0,7,2,2,0,1,0,0,0,0,0,0,11
10/31/2013,0,6.0,0,0,1,6,0,18,0,1,9,0,0,0,0,0,11
11/01/2013,0,3.0,0,0,9,9,5,18,0,4,8,0,0,0,0,0,11
11/02/2013,0,3.0,0,0,1,9,4,36,0,4,0,0,0,0,0,0,11
11/03/2013,0,0,0,0,38,25,0,17,0,18,1,0,0,0,0,0,11
11/04/2013,0,7.0,0,0,1,15,0,10,1,4,0,0,0,6,0,0,11
11/05/2013,0,4.0,0,0,3,1,0,18,0,11,4,0,0,0,0,0,11
11/06/2013,0,6.0,0,0,3,2,1,25,0,3,2,0,0,2,0,0,11
11/07/2013,0,3.0,0,0,3,5,5,8,0,2,8,0,0,3,0,0,11
11/08/2013,0,4.0,0,0,3,1,5,20,0,3,3,0,0,0,0,0,11
11/09/2013,0,5.0,0,0,3,6,0,22,0,1,1,0,0,0,0,0,11
11/10/2013,0,2.0,0,0,5,4,0,58,0,1,9,0,0,0,0,0,11
11/11/2013,0,3.0,0,0,9,3,0,48,0,8,10,0,0,0,0,0,11
11/12/2013,0,3.0,0,0,12,0,1,38,0,1,8,0,0,0,0,0,11
11/13/2013,0,4.0,0,0,0,1,0,81,0,3,4,0,0,1,0,0,11
11/14/2013,0,2.0,0,0,0,1,0,43,0,2,0,0,0,0,0,0,11
11/15/2013,0,5.0,0,0,0,0,0,47,0,0,1,0,0,0,0,0,11
11/16/2013,0,7.0,0,0,2,12,0,26,0,6,3,0,0,0,0,0,11
11/17/2013,0,1.0,0,0,7,0,2,16,0,4,4,0,0,3,0,0,11
11/18/2013,0,3.0,0,0,6,0,0,13,0,1,16,0,0,0,0,0,11
11/19/2013,0,8.0,0,0,5,7,0,55,0,10,0,0,0,0,0,0,11
11/20/2013,0,1.0,0,0,0,1,0,83,0,1,6,0,0,0,0,0,11
11/21/2013,0,6.0,0,0,0,1,0,45,0,18,12,0,0,0,0,0,11
11/22/2013,0,1.0,0,0,5,4,0,53,0,3,0,0,0,0,0,0,11
11/23/2013,0,3.0,0,0,1,0,0,20,0,4,11,0,0,0,0,0,11
11/24/2013,0,2.0,0,0,0,0,0,47,0,2,3,0,0,0,0,0,11
11/25/2013,0,3.0,0,0,3,0,1,41,2,11,10,0,0,0,0,0,11
11/26/2013,0,2.0,0,0,20,9,0,45,0,12,4,0,0,0,0,0,11
11/27/2013,0,1.0,0,0,12,10,0,38,0,23,0,0,0,0,0,0,11
11/28/2013,0,1.0,0,0,4,9,2,40,1,0,23,0,0,0,0,0,11
11/29/2013,0,0,0,0,1,15,1,56,0,8,2,0,0,0,0,0,11
11/30/2013,0,2.0,0,0,0,0,2,37,1,0,3,0,0,0,0,0,11
12/01/2013,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,11
12/02/2013,0,2.0,0,0,5,0,4,32,0,1,24,0,0,4,0,0,11
12/03/2013,0,2.0,0,0,31,0,1,10,0,0,4,0,0,0,0,0,11
12/04/2013,0,1.0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,11
12/05/2013,0,3.0,0,0,0,0,0,40,0,0,17,0,0,0,0,0,11
12/06/2013,0,1.0,0,0,5,3,0,3,0,8,9,0,0,0,0,0,11
12/07/2013,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,0,11
12/08/2013,0,0.0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,11
12/09/2013,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,11
12/10/2013,0,1.0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,11
12/11/2013,0,0.0,0,0,0,0,1,18,1,2,3,0,0,0,0,0,11
12/12/2013,0,1.0,0,0,0,2,5,16,0,4,20,0,0,0,0,0,11
12/13/2013,0,0.0,0,0,0,2,0,22,0,2,9,0,0,0,0,0,11
12/14/2013,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
12/15/2013,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,11
12/16/2013,0,0.0,0,0,0,0,0,31,0,3,1,0,0,0,0,0,11
12/17/2013,0,0,0,0,1,0,0,5,1,0,3,0,0,0,0,0,11
12/18/2013,0,0.0,0,0,3,3,0,6,1,0,1,0,0,0,0,0,11
12/19/2013,0,1.0,0,0,0,0,0,17,0,0,10,0,0,2,0,0,11
12/20/2013,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,11
12/21/2013,0,0,0,0,0,0,0,6,0,1,8,0,0,0,0,0,11
12/22/2013,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,11
12/23/2013,0,1.0,0,0,0,0,0,7,1,1,3,0,0,0,0,0,11
12/24/2013,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,11
12/25/2013,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,11
12/26/2013,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,11
12/27/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
12/28/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
12/29/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
12/30/2013,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,11
12/31/2013,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11
06/01/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
06/02/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
06/03/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
06/04/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
06/05/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
06/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
06/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
06/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
